title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,imageURL
Rep,Elizabeth,H.,Esty,,,D,CT,5,1,F,202-225-4476,202-225-5933,http://esty.house.gov,http://esty.house.gov/contact/email-me,509 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,http://youtube.com/RepEsty,2.92077E+14,,,8/25/1959,"http://upload.wikimedia.org/wikipedia/commons/0/06/Elizabeth_Esty,_Official_Portrait,_113th_Congress.jpg"
Sen,Elizabeth,,Warren,,,D,MA,Senior Seat,1,F,202-224-4543,,http://www.warren.senate.gov,http://www.warren.senate.gov/?p=email_senator,317 Hart Senate Office Building,W000817,141272,S2MA00170,412542,N00033492,SenWarren,,http://youtube.com/senelizabethwarren,1.31559E+14,,I,6/22/1949,http://upload.wikimedia.org/wikipedia/commons/f/fc/Elizabeth_Warren_CFPB.jpg
Rep,Ellen,O.,Tauscher,,,D,CA,10,0,F,,,http://www.house.gov/tauscher,,,T000057,94,H6CA10088,400396,N00007422,,http://www.opencongress.org/wiki/Ellen_Tauscher,http://youtube.com/RepEllenTauscher,,,,11/15/1951,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Ellen_Tauscher_US_State_Dept_photo.jpg/220px-Ellen_Tauscher_US_State_Dept_photo.jpg
Rep,Elton,W.,Gallegly,,,R,CA,24,0,M,202-225-5811,202-225-1100,http://www.house.gov/gallegly,http://www.house.gov/writerep,2309 Rayburn House Office Building,G000021,26750,H6CA21028,400144,N00007231,eltongallegly24,http://www.opencongress.org/wiki/Elton_Gallegly,http://youtube.com/usrepeltongallegly,eltongallegly,,,3/7/1944,http://media.washingtonpost.com/wp-srv/politics/congress/members/photos/228/G000021.jpg
Rep,Emanuel,,Cleaver,II,,D,MO,5,1,M,202-225-4535,202-225-4403,http://cleaver.house.gov,http://cleaver.house.gov/contact-me/email-me,2335 Rayburn House Office Building,C001061,39507,H4MO05234,400639,N00026790,RepCleaver,http://www.opencongress.org/wiki/Emanuel_Cleaver,,7954512692,,,10/26/1944,"http://upload.wikimedia.org/wikipedia/commons/3/3e/Emanuel_Cleaver,_official_Congressional_photo_portrait.JPG"
Del,Eni,F. H.,Faleomavaega,Jr,,D,AS,0,1,M,202-225-8577,202-225-8757,http://www.house.gov/faleomavaega,http://www.house.gov/writerep,2422 Rayburn House Office Building,F000010,774,H0AS00018,400128,N00007632,EFaleomavaega,http://www.opencongress.org/wiki/Eni_Faleomavaega,,6.17467E+14,,,8/15/1943,http://www.infoplease.com/images/Eni_Faleomavaega.jpg
Rep,Eric,I.,Cantor,,,R,VA,7,1,M,202-225-2815,202-225-0011,http://cantor.house.gov,https://writerep.house.gov/writerep/welcome.shtml,303 Cannon House Office Building,C001046,5121,H0VA07042,400060,N00013131,GOPLeader,http://www.opencongress.org/wiki/Eric_Cantor,http://youtube.com/EricCantor,,,,6/6/1963,"http://upload.wikimedia.org/wikipedia/commons/9/96/Eric_Cantor,_official_113th_Congress_photo_portrait.jpg"
Rep,Eric,A.,Crawford,,Rick,R,AR,1,1,M,202-225-4076,202-225-5602,http://crawford.house.gov,http://crawford.house.gov/contact/,1711 Longworth House Office Building,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,1.43345E+14,,,1/22/1966,http://wdrb.images.worldnow.com/images/18717536_SA.jpg
Rep,Eric,J.J,Massa,,,D,NY,29,0,M,,,http://massa.house.gov,,,M001173,69120,H6NY29168,412299,N00027550,EricMassa,http://www.opencongress.org/wiki/Eric_Massa,,,,,9/16/1959,http://upload.wikimedia.org/wikipedia/commons/4/43/Eric_Massa.jpg
Rep,Eric,,Swalwell,,,D,CA,15,1,M,202-225-5065,,http://swalwell.house.gov,http://swalwell.house.gov/contact-me,501 Cannon House Office Building,S001193,129529,H2CA15094,412514,N00033508,RepSwalwell,,http://youtube.com/ericswalwell,4.50131E+14,,,11/16/1980,"http://upload.wikimedia.org/wikipedia/commons/c/c7/Eric_Swalwell,_official_portrait,_113th_Congress.jpg"
Rep,Erik,,Paulsen,,,R,MN,3,1,M,202-225-2871,202-225-6351,http://paulsen.house.gov,http://paulsen.house.gov/contact-me/,127 Cannon House Office Building,P000594,3833,H8MN03077,412303,N00029391,RepErikPaulsen,http://www.opencongress.org/wiki/Erik_Paulsen,http://youtube.com/reperikpaulsen,1.28558E+14,,,5/14/1965,http://upload.wikimedia.org/wikipedia/en/e/e9/Erik_Paulsen_Official.jpg
Sen,Evan,,Bayh,,,D,IN,Junior Seat,0,M,,,http://bayh.senate.gov,,,B001233,22418,S8IN00049,300006,N00003762,,http://www.opencongress.org/wiki/Evan_Bayh,http://youtube.com/SenEvanBayh,,,III,12/26/1955,http://upload.wikimedia.org/wikipedia/commons/8/8b/Evan_Bayh_official_portrait.jpg
Rep,F.,F.,Sensenbrenner,Jr.,Jim,R,WI,5,1,M,202-225-5101,202-225-3190,http://sensenbrenner.house.gov,http://sensenbrenner.house.gov/contact/email.htm,2449 Rayburn House Office Building,S000244,27142,H8WI09050,400365,N00004291,JimPressOffice,http://www.opencongress.org/wiki/James_Sensenbrenner,http://youtube.com/RepSensenbrenner,RepSensenbrenner,,,6/14/1943,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Sensibrenner.jpeg/220px-Sensibrenner.jpeg
Rep,Filemon,,Vela,,,D,TX,34,1,M,202-225-9901,202-225-9770,http://vela.house.gov,http://vela.house.gov/contact/email-me,437 Cannon House Office Building,V000132,137719,H2TX27190,412580,N00034349,RepFilemonVela,,,5.10463E+14,,,2/13/1963,"http://upload.wikimedia.org/wikipedia/commons/9/93/Filemon_Vela,_Official_Portrait,_113th_Congress.jpg"
Rep,Fortney,H.,Stark,,Pete,D,CA,13,0,M,202-225-5065,202-226-3805,http://www.house.gov/stark,http://www.house.gov/stark/contact/index.htm,239 Cannon House Office Building,S000810,26736,H6CA09023,400387,N00007397,petestark,http://www.opencongress.org/wiki/Fortney_Stark,http://youtube.com/repstark,repstark,,,11/11/1931,http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Pete_Stark.jpg/200px-Pete_Stark.jpg
Rep,Francisco,,Canseco,,Quico,R,TX,23,0,M,202-225-4511,202-225-2237,http://canseco.house.gov/,,1339 Longworth House Office Building,C001082,50146,H4TX28046,412481,N00026722,RepCanseco,http://www.opencongress.org/wiki/Francisco_Canseco,http://youtube.com/CongressmanCanseco,RepCanseco,,,7/30/1949,"http://upload.wikimedia.org/wikipedia/commons/6/68/Quico_Canseco,_official_portrait,_112th_Congress.jpg"
Rep,Frank,,Guinta,,,R,NH,1,0,M,202-225-5456,202-225-5822,http://guinta.house.gov/,,1223 Longworth House Office Building,G000570,42946,H0NH01217,412447,N00030801,frankguinta,http://www.opencongress.org/wiki/Frank_Guinta,http://youtube.com/FrankGuintaNH01,repfrankguinta,,,9/26/1970,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Frank_Guinta,_Official_Portrait,_112th_Congress.jpg/220px-Frank_Guinta,_Official_Portrait,_112th_Congress.jpg"
Rep,Frank,M.,Kratovil,Jr.,,D,MD,1,0,M,,,http://kratovil.house.gov,,,K000371,101875,H8MD01086,412289,N00029146,,http://www.opencongress.org/wiki/Frank_Kratovil,,,,,5/29/1968,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Official_FK_Picture.JPG/220px-Official_FK_Picture.JPG
Sen,Frank,R.,Lautenberg,,,D,NJ,Senior Seat,0,M,202-224-3224,202-228-4054,http://www.lautenberg.senate.gov,http://www.lautenberg.senate.gov/contact/routing.cfm,141 Hart Senate Office Building,L000123,53324,S2NJ00080,300064,N00000659,FrankLautenberg,http://www.opencongress.org/wiki/Frank_Lautenberg,,1.21816E+14,,II,1/23/1924,"http://upload.wikimedia.org/wikipedia/commons/5/55/Frank_Lautenberg,_official_portrait,_112th_portrait.jpg"
Rep,Frank,D.,Lucas,,,R,OK,3,1,M,202-225-5565,202-225-8698,http://lucas.house.gov/,http://lucas.house.gov/contact-me/email-me,2311 Rayburn House Office Building,L000491,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,http://youtube.com/RepFrankLucas,7872057395,,,1/6/1960,"http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Frank_LoBiondo,_Official_Portrait,_c112th_Congress.jpg/220px-Frank_LoBiondo,_Official_Portrait,_c112th_Congress.jpg"
Rep,Frank,A.,LoBiondo,,,R,NJ,2,1,M,202-225-6572,202-225-3318,http://lobiondo.house.gov,http://lobiondo.house.gov/contact-me/email-me,2427 Rayburn House Office Building,L000554,21890,H2NJ02037,400244,N00000851,RepLoBiondo,http://www.opencongress.org/wiki/Frank_LoBiondo,http://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,,,5/12/1946,http://ionenewsone.files.wordpress.com/2011/09/frank-lucas1.jpg
Rep,Frank,J.,Pallone,Jr.,,D,NJ,6,1,M,202-225-4671,202-225-9665,http://pallone.house.gov,http://pallone.house.gov/contact-me,237 Cannon House Office Building,P000034,26951,H8NJ03073,400308,N00000781,FrankPallone,http://www.opencongress.org/wiki/Frank_Pallone,http://youtube.com/repfrankpallone,6517277731,,,10/30/1951,"http://upload.wikimedia.org/wikipedia/commons/0/0b/Frank_Pallone,_Official_Portrait,_113th_Congress.jpg"
Rep,Frank,Rudolph,Wolf,,,R,VA,10,1,M,202-225-5136,202-225-0437,http://wolf.house.gov,http://wolf.house.gov/contact-me2/,233 Cannon House Office Building,W000672,27120,H6VA10050,400435,N00002073,RepWOLFPress,http://www.opencongress.org/wiki/Frank_Wolf,http://youtube.com/repfrankwolf,3.3576E+11,,,1/30/1939,http://24.media.tumblr.com/9c86149d8089bd200144f37b36c9933c/tumblr_msj2lq7moc1sfc6clo7_1280.jpg
Rep,Fred,Stephen,Upton,,Fred,R,MI,6,1,M,202-225-3761,202-225-4986,http://www.house.gov/upton,http://www.house.gov/writerep,2183 Rayburn House Office Building,U000031,26906,H6MI04113,400414,N00004133,RepFredUpton,http://www.opencongress.org/wiki/Frederick_Stephen_Upton,http://youtube.com/RepFredUpton,2.12027E+14,,,4/23/1953,"http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Fred_Upton,_official_portrait,_111th_Congress.jpg/220px-Fred_Upton,_official_portrait,_111th_Congress.jpg"
Rep,Frederica,S.,Wilson,,,D,FL,24,1,F,202-225-4506,202-226-0777,http://wilson.house.gov,http://wilson.house.gov/contact/,208 Cannon House Office Building,W000808,17319,H0FL17068,412412,N00030650,RepWilson,http://www.opencongress.org/wiki/Frederica_Wilson,http://youtube.com/repfredericawilson,1.62327E+14,,,11/5/1942,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Frederica_Wilson_official_House_portrait.jpg/220px-Frederica_Wilson_official_House_portrait.jpg
Rep,Frederick,C.,Boucher,,Rick,D,VA,9,0,M,,,http://www.boucher.house.gov,,,B000657,27119,H2VA09010,400043,N00002171,,http://www.opencongress.org/wiki/Frederick_Boucher,,,,,8/1/1946,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Rick_Boucher,_official_109th_Congress_photo.jpg/220px-Rick_Boucher,_official_109th_Congress_photo.jpg"
Rep,Gabrielle,,Giffords,,,D,AZ,8,0,F,,,http://giffords.house.gov,,,G000554,28507,H6AZ08038,412188,N00027829,Rep_Giffords,http://www.opencongress.org/wiki/Gabrielle_Giffords,http://youtube.com/giffords2,GabrielleGiffords,,,6/8/1970,http://upload.wikimedia.org/wikipedia/commons/c/cd/Gabrielle_Giffords_official_portrait.jpg
Rep,Garland,,Barr,,Andy,R,KY,6,1,M,202-225-4706,,http://barr.house.gov,http://barr.house.gov/contact/email-me,1432 Longworth House Office Building,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,4.57461E+14,,,7/24/1973,"http://upload.wikimedia.org/wikipedia/commons/f/f7/Andy_Barr,_official_portrait,_113th_Congress.jpg"
Rep,Gary,L.,Ackerman,,,D,NY,5,0,M,202-225-2601,202-225-1589,http://ackerman.house.gov/,http://www.house.gov/writerep,2111 Rayburn House Office Building,A000022,26970,H4NY07011,400003,N00001143,repgaryackerman,http://www.opencongress.org/wiki/Gary_Ackerman,http://youtube.com/RepAckerman,RepAcherman,,,11/19/1942,http://upload.wikimedia.org/wikipedia/commons/8/84/Gary_Ackerman_Portrait_c111-112th_Congress.jpg
Rep,Gary,G.,Miller,,,R,CA,31,1,M,202-225-3201,202-226-6962,http://garymiller.house.gov,http://garymiller.house.gov/Contact/,2467 Rayburn House Office Building,M001139,8346,H8CA41063,400277,N00006954,RepGaryMiller,http://www.opencongress.org/wiki/Gary_Miller,http://youtube.com/GaryGMiller,1.05352E+14,,,10/16/1948,http://upload.wikimedia.org/wikipedia/commons/5/53/GaryMiller.jpg
Rep,Gary,C.,Peters,,,D,MI,14,1,M,202-225-5802,202-226-2356,http://peters.house.gov,https://forms.house.gov/peters/contact-form.shtml,1609 Longworth House Office Building,P000595,8749,H8MI09068,412305,N00029277,RepGaryPeters,http://www.opencongress.org/wiki/Gary_Peters,http://youtube.com/RepGaryPeters,88851604323,,,12/1/1958,http://upload.wikimedia.org/wikipedia/en/d/d0/Gary_Peters_Official.jpg
Rep,Gene,Eugene,Green,,Gene,D,TX,29,1,M,202-225-1688,202-225-9903,http://green.house.gov,http://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,1.28735E+11,,,10/17/1947,http://media.washingtonpost.com/wp-srv/politics/congress/members/photos/228/G000410.jpg
Rep,Gene,,Taylor,,,D,MS,4,0,M,,,http://www.house.gov/genetaylor,,,T000074,26932,H8MS05047,400399,N00003350,,http://www.opencongress.org/wiki/Gene_Taylor,http://youtube.com/repgenetaylor,,,,9/17/1953,http://media.washingtonpost.com/wp-srv/politics/congress/members/photos/228/T000074.jpg
Rep,Geoff,,Davis,,,R,KY,4,0,M,202-225-3465,202-225-0003,http://geoffdavis.house.gov,http://geoffdavis.house.gov/Contact.aspx,1119 Longworth House Office Building,D000603,35212,H2KY04071,400633,N00024862,RepGeoffDavis,http://www.opencongress.org/wiki/Geoff_Davis,http://youtube.com/CongressmanDavis,6442966307,,,10/26/1958,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Geoffdavis.jpg/220px-Geoffdavis.jpg
Rep,George,K.,Butterfield,Jr.,G.K.,D,NC,1,1,M,202-225-3101,202-225-3354,http://butterfield.house.gov,https://butterfield.house.gov/email-congressman-butterfield,2305 Rayburn House Office Building,B001251,41077,H4NC01046,400616,N00027035,GKButterfield,http://www.opencongress.org/wiki/George_Butterfield,http://youtube.com/GKBNC01,2.74688E+14,,,4/27/1947,http://www.blackpast.org/files/blackpast_images/Butterfield_George_K_.jpg
Rep,George,,Holding,,,R,NC,13,1,M,202-225-3032,919-782-4490,http://holding.house.gov,http://holding.house.gov/contact/email-me,507 Cannon House Office Building,H001065,136462,H2NC13110,412553,N00033399,RepHolding,,http://youtube.com/repholding,3.84165E+14,,,4/17/1968,http://upload.wikimedia.org/wikipedia/commons/6/6f/George_Holding.jpg
Sen,George,S.,LeMieux,,,R,FL,Junior Seat,0,M,,,http://lemieux.senate.gov/,,,L000572,17431,,412380,N00031304,George_LeMieux,http://www.opencongress.org/wiki/George_LeMieux,,,,III,5/21/1969,http://upload.wikimedia.org/wikipedia/commons/8/8f/Senator_George_LeMieux.jpg
Rep,George,,Miller,,,D,CA,11,1,M,202-225-2095,202-225-5609,http://georgemiller.house.gov,http://georgemiller.house.gov/contact-me,2205 Rayburn House Office Building,M000725,26734,H6CA07043,400278,N00007390,AskGeorge,http://www.opencongress.org/wiki/George_Miller,http://youtube.com/RepGeorgeMiller,75298637905,,,5/17/1945,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/George_Miller_house_photo.jpg/200px-George_Miller_house_photo.jpg
Rep,George,P.,Radanovich,,,R,CA,19,0,M,,,http://radanovich.house.gov,,,R000004,21911,H2CA19054,400330,N00007507,RepRadanovich,http://www.opencongress.org/wiki/George_Radanovich,http://youtube.com/RadanovichCA19,,,,6/20/1955,http://upload.wikimedia.org/wikipedia/commons/b/b4/Radanovich_george.jpg
Sen,George,V.,Voinovich,,,R,OH,Senior Seat,0,M,,,http://voinovich.senate.gov/,,,V000126,21745,S8OH00011,300098,N00003583,,http://www.opencongress.org/wiki/George_Voinovich,http://youtube.com/SenVoinovich,,,III,7/15/1936,"http://upload.wikimedia.org/wikipedia/commons/f/fe/George_Voinovich,_official_photo_portrait,_2006.jpg"
Rep,Gerald,E.,Connolly,,Gerry,D,VA,11,1,M,202-225-1492,202-225-3071,http://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,424 Cannon House Office Building,C001078,95078,H8VA11062,412272,N00029891,GerryConnolly,http://www.opencongress.org/wiki/Gerald_Connolly,http://youtube.com/repconnolly,1.77164E+11,,,3/30/1950,http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Connolly.jpg/220px-Connolly.jpg
Rep,Gerald,C.,Weller,,Jerry,R,IL,11,0,M,,,http://www.house.gov/weller,,,W000273,21696,H4IL11096,400429,N00004745,,http://www.opencongress.org/wiki/Gerald_Weller,,,,,7/7/1957,http://upload.wikimedia.org/wikipedia/commons/c/ce/Jerry_Weller_portrait.jpg
Rep,Glenn,C.,Nye,III,,D,VA,2,0,M,,,http://nye.house.gov,,,N000183,109342,H8VA02046,412301,N00029784,GlennNye,http://www.opencongress.org/wiki/Glenn_Nye,http://youtube.com/GlennNye,,,,9/9/1974,http://upload.wikimedia.org/wikipedia/commons/a/ae/Glenn_Nye_Official_Photo.jpg
Rep,Glenn,W.,Thompson,Jr.,G.T.,R,PA,5,1,M,202-225-5121,202-225-5796,http://thompson.house.gov,http://thompson.house.gov/contact-me/email-me,124 Cannon House Office Building,T000467,24046,H8PA05071,412317,N00029736,CongressmanGT,http://www.opencongress.org/wiki/Glenn_Thompson,http://youtube.com/CongressmanGT,14463006747,,,7/27/1959,http://upload.wikimedia.org/wikipedia/commons/c/cd/GT_Thompson_(111th).jpg
Rep,Gloria,,Negrete McLeod,,,D,CA,35,1,F,202-225-6161,202-225-8671,http://negretemcleod.house.gov,http://negretemcleod.house.gov/contact,1641 Longworth House Office Building,N000187,16492,H2CA35118,412518,N00033509,RepMcLeod,,http://youtube.com/NegreteMcLeod,2.82773E+14,,,9/6/1941,http://negretemcleod.com/images/uploaded/gnm1.jpg
Sen,Gordon,Harold,Smith,,,R,OR,Junior Seat,0,M,,,http://gsmith.senate.gov/,,,S001142,425,S6OR00094,300090,N00007815,,http://www.opencongress.org/wiki/Gordon_Harold_Smith,,,,II,5/25/1952,http://upload.wikimedia.org/wikipedia/commons/7/70/Gordon_Smith_official_portrait.jpg
Rep,Grace,,Meng,,,D,NY,6,1,F,202-225-2601,,http://meng.house.gov,http://meng.house.gov/contact/email-me,1317 Longworth House Office Building,M001188,69157,H2NY06116,412560,N00034547,RepGraceMeng,,,1.95734E+14,,,10/1/1975,http://nyopoliticker.files.wordpress.com/2012/04/grace-meng-website1.jpg
Rep,Grace,Flores,Napolitano,,,D,CA,32,1,F,202-225-5256,202-225-0027,http://napolitano.house.gov,http://napolitano.house.gov/contact-me/email-me,1610 Longworth House Office Building,N000179,8393,H8CA34068,400290,N00006789,GraceNapolitano,http://www.opencongress.org/wiki/Grace_Napolitano,http://youtube.com/RepGraceNapolitano,1.63108E+14,,,12/4/1936,http://upload.wikimedia.org/wikipedia/commons/a/a2/Hon_Grace_Napolitano.jpg
Rep,Greg,P.,Walden,,,R,OR,2,1,M,202-225-6730,202-225-5774,http://walden.house.gov,http://walden.house.gov/contact-greg/,2182 Rayburn House Office Building,W000791,2979,H6OR02116,400419,N00007690,RepGregWalden,http://www.opencongress.org/wiki/Greg_Walden,http://youtube.com/RepGregWalden,3.13301E+14,,,1/10/1957,"http://upload.wikimedia.org/wikipedia/commons/b/b3/Greg_Walden,_official_109th_Congress_photo.jpg"
Rep,Gregg,,Harper,,,R,MS,3,1,M,202-225-5031,202-225-5797,http://harper.house.gov,http://harper.house.gov/contact-gregg,307 Cannon House Office Building,H001045,101985,H8MS03067,412280,N00029632,GreggHarper,http://www.opencongress.org/wiki/Gregg_Harper,http://youtube.com/congressmanharper,48248435938,,,6/1/1956,"http://upload.wikimedia.org/wikipedia/commons/4/45/Gregg_Harper,_official_111th_Congress_photo_portrait.jpg"
Del,Gregorio,Kilili Camacho,Sablan,,,D,MP,0,1,M,202-225-2646,202-226-4249,http://sablan.house.gov,http://sablan.house.gov/email-me,423 Cannon House Office Building,S001177,110903,H8MP00041,412312,N00030418,,http://www.opencongress.org/wiki/Gregorio_Sablan,http://youtube.com/CongressmanSablan,1.53424E+11,,,1/19/1955,http://upload.wikimedia.org/wikipedia/commons/4/4b/Gregorio_Kilili_Camacho_Sablan.jpg
Rep,Gregory,W.,Meeks,,,D,NY,5,1,M,202-225-3461,202-226-4169,http://meeks.house.gov,http://meeks.house.gov/contact-me/email-me,2234 Rayburn House Office Building,M001137,4360,H8NY06048,400271,N00001171,GregoryMeeks,http://www.opencongress.org/wiki/Gregory_Meeks,http://youtube.com/gwmeeks,1557025818,,,9/25/1953,"http://upload.wikimedia.org/wikipedia/commons/d/db/Gregory_Meeks,_Official_Photo.jpg"
Rep,Gus,Michael,Bilirakis,,Gus,R,FL,12,1,M,202-225-5755,202-225-4085,http://bilirakis.house.gov,http://bilirakis.house.gov/index.php?option=com_content&amp;task=view&amp;id=212&amp;Itemid=44,2313 Rayburn House Office Building,B001257,17318,H6FL09070,412250,N00027462,RepGusBilirakis,http://www.opencongress.org/wiki/Gus_Michael_Bilirakis,http://youtube.com/RepGusBilirakis,1.35446E+14,,,2/8/1963,"http://upload.wikimedia.org/wikipedia/commons/e/ee/Gus_Bilirakis,_official_110th_Congress_photo_2.jpg"
Rep,Gwen,S.,Moore,,Gwen,D,WI,4,1,F,202-225-4572,202-225-8135,http://gwenmoore.house.gov,http://gwenmoore.house.gov/contact-me/,2245 Rayburn House Office Building,M001160,3457,H4WI04183,400661,N00026914,RepGwenMoore,http://www.opencongress.org/wiki/Gwendolynne_Moore,http://youtube.com/RepGwenMoore,58864029545,,,4/18/1951,http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/GSM_Official_Headshot.jpg/220px-GSM_Official_Headshot.jpg
Rep,H.,Morgan,Griffith,,,R,VA,9,1,M,202-225-3861,202- 225-0076,http://morgangriffith.house.gov,http://morgangriffith.house.gov/contact/ContactForm.htm,1108 Longworth House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,http://youtube.com/RepMorganGriffith,1.41894E+14,,,3/15/1958,http://press.princeton.edu/Monticello/fig5.gif
Rep,H.,James,Saxton,,Jim,R,NJ,3,0,M,,,http://www.house.gov/saxton,,,S000097,26953,H4NJ13022,400359,N00000834,,http://www.opencongress.org/wiki/H._James_Saxton,,,,,1/22/1943,http://csi.gsb.stanford.edu/sites/csi.gsb.stanford.edu/files/imagecache/img199x214/social_innovator_picture/Amy_H_Saxton_0.jpg
Rep,Hakeem,S.,Jeffries,,,D,NY,8,1,M,202-225-5936,,http://jeffries.house.gov,http://jeffries.house.gov/contact/email-me,1339 Longworth House Office Building,J000294,55285,H2NY10092,412561,N00033640,HakeemJeffries,,,1.18349E+14,,,8/4/1970,http://upload.wikimedia.org/wikipedia/commons/1/14/Representative_Hakeem_Jeffries_2012.jpg
Rep,Hansen,,Clarke,,,D,MI,13,0,M,202-225-2261,202-225-5730,http://hansenclarke.house.gov/,,1319 Longworth House Office Building,C001085,19913,H0MI13398,412440,N00031945,RepHansenClarke,http://www.opencongress.org/wiki/Hansen_Clarke,http://youtube.com/rephansenclarke,1.84182E+14,,,3/2/1957,"http://upload.wikimedia.org/wikipedia/commons/4/45/Hansen_Clarke,_Official_Portrait,_112th_Congress.jpg"
Rep,Harold,,Rogers,,Hal,R,KY,5,1,M,202-225-4601,202-225-0940,http://halrogers.house.gov,https://halrogers.house.gov/contact/contactform.htm,2406 Rayburn House Office Building,R000395,26875,H0KY05015,400340,N00003473,RepHalRogers,http://www.opencongress.org/wiki/Harold_Rogers,http://youtube.com/RepHalRogers,6722039085,,,12/31/1937,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Hal_Rogers_Official_Photo_2010.JPG/220px-Hal_Rogers_Official_Photo_2010.JPG
Rep,Harry,E.,Mitchell,,,D,AZ,5,0,M,,,http://mitchell.house.gov,,,M001167,16369,H6AZ05067,412187,N00028162,HarryEMitchell,http://www.opencongress.org/wiki/Harry_Mitchell,http://youtube.com/RepHarryMitchell,,,,7/18/1940,"http://upload.wikimedia.org/wikipedia/commons/0/04/Harry_Mitchell,_official_110th_Congress_photo_portrait,_color.JPG"
Sen,Harry,M.,Reid,,,D,NV,Senior Seat,1,M,202-224-3542,202-224-7327,http://www.reid.senate.gov,http://www.reid.senate.gov/contact,522 Hart Senate Office Building,R000146,53320,S6NV00028,300082,N00009922,SenatorReid,http://www.opencongress.org/wiki/Harry_Reid,http://youtube.com/SenatorReid,3.60249E+14,,III,12/2/1939,http://upload.wikimedia.org/wikipedia/commons/b/b2/Harry_Reid_official_portrait_2009_crop.jpg
Rep,Harry,,Teague,,,D,NM,2,0,M,,,http://teague.house.gov,,,T000466,102408,H8NM02032,412316,N00029556,,http://www.opencongress.org/wiki/Harry_Teague,http://youtube.com/RepresentativeTeague,,,,6/29/1949,http://bioguide.congress.gov/bioguide/photo/T/T000466.jpg
Rep,Heath,,Shuler,,,D,NC,11,0,M,202-225-6401,202-226-6422,http://shuler.house.gov,http://shuler.house.gov/zipauth.htm,229 Cannon House Office Building,S001171,57781,H6NC11172,412225,N00027655,,http://www.opencongress.org/wiki/Heath_Shuler,http://youtube.com/RepHeathShuler,CongressmanShuler,,,12/31/1971,"http://upload.wikimedia.org/wikipedia/commons/6/63/Heath_Shuler,_official_110th_Congressional_photo_portrait.jpg"
Rep,Heather,A.,Wilson,,,R,NM,1,0,F,,,http://wilson.house.gov,,,W000789,22687,H8NM01174,400434,N00006546,,http://www.opencongress.org/wiki/Heather_Wilson,,,,,12/30/1960,http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Heather_Wilson_official_portrait.jpg/220px-Heather_Wilson_official_portrait.jpg
Sen,Heidi,,Heitkamp,,,D,ND,Junior Seat,1,F,202-224-2043,202-224-7776,http://www.heitkamp.senate.gov,http://www.heitkamp.senate.gov/contact.cfm,502 Hart Senate Office Building,H001069,41716,S2ND00099,412554,N00033782,SenatorHeitkamp,,http://youtube.com/senatorheidiheitkamp,5.01811E+14,,I,10/30/1955,http://upload.wikimedia.org/wikipedia/commons/b/b3/Heidi_Heitkamp_official_portrait_113th_Congress.jpg
Rep,Henry,E.,Brown,Jr.,,R,SC,1,0,M,,,http://brown.house.gov,,,B001235,3993,H0SC01071,400049,N00002428,,http://www.opencongress.org/wiki/Henry_Brown,http://youtube.com/CongressmanBrown,,,,12/20/1935,http://content9.flixster.com/photo/11/50/20/11502071_ori.jpg
